label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,vergleich,horizont_tage,zielgröße
Grün,3170,0.014845357981941823,0.021878386635958424,0.05523050444462461,Gelb,1133,0.033941735505283434,0.03971423379392203,0.06604051438490069,7.222667113056442e-18,2.4454164445831957e-21,True,Grün vs. Gelb,30,fwd_return
Grün,3170,-0.05365541837747008,-0.042017176681498625,0.039552467181258086,Gelb,1133,-0.059379780518519255,-0.04878296952698269,0.041222388878598686,5.223840788385821e-05,3.828465671676563e-06,True,Grün vs. Gelb,30,fwd_mdd
Grün,3140,0.032369898013125946,0.04014047433839674,0.07327405627425411,Gelb,1133,0.06579306196372642,0.06755113551006264,0.09657411987915983,1.9653790569120804e-25,4.641623363269882e-38,True,Grün vs. Gelb,60,fwd_return
Grün,3140,-0.07966678202069198,-0.06938668523780289,0.052611906370608405,Gelb,1133,-0.08270911795319774,-0.07225106257979641,0.05552675496074342,0.109138752041966,0.015235346398327161,False,Grün vs. Gelb,60,fwd_mdd
Grün,3110,0.05225902390663054,0.06280691580963715,0.08373857772374399,Gelb,1133,0.08657557716101788,0.0959920159785268,0.12714640054241896,7.222663619484548e-17,1.9546542650961305e-33,True,Grün vs. Gelb,90,fwd_return
Grün,3110,-0.09933388723605452,-0.08164530968499062,0.05997825752113113,Gelb,1133,-0.10388504574397464,-0.08572498359713165,0.06885223286001525,0.04906988197565677,0.1890489911536477,False,Grün vs. Gelb,90,fwd_mdd
Gelb,1133,0.033941735505283434,0.03971423379392203,0.06604051438490069,Rot,602,0.01673227560336949,0.029468243730052968,0.10878451701201741,0.0004073532822474871,0.016984162251053373,True,Gelb vs. Rot,30,fwd_return
Gelb,1133,-0.059379780518519255,-0.04878296952698269,0.041222388878598686,Rot,602,-0.10221331569771862,-0.0839238598602351,0.06989538352958376,3.267223655708235e-39,2.9516952915828935e-46,True,Gelb vs. Rot,30,fwd_mdd
Gelb,1133,0.06579306196372642,0.06755113551006264,0.09657411987915983,Rot,602,0.027558760156369495,0.04392818796497,0.15142887392860108,2.6071597726473114e-08,8.617875984198354e-07,True,Gelb vs. Rot,60,fwd_return
Gelb,1133,-0.08270911795319774,-0.07225106257979641,0.05552675496074342,Rot,602,-0.1434127893759975,-0.11315082968430112,0.09377313361906416,4.69909228175312e-43,9.469521819960614e-55,True,Gelb vs. Rot,60,fwd_mdd
Gelb,1133,0.08657557716101788,0.0959920159785268,0.12714640054241896,Rot,602,0.0445641757960393,0.07189923088311445,0.18727099614964576,9.63193927407299e-07,7.054976017317429e-05,True,Gelb vs. Rot,90,fwd_return
Gelb,1133,-0.10388504574397464,-0.08572498359713165,0.06885223286001525,Rot,602,-0.1655432552138225,-0.12509309218838183,0.10864141993583956,9.884873247565982e-34,6.278134757877627e-43,True,Gelb vs. Rot,90,fwd_mdd
Grün,3170,0.014845357981941823,0.021878386635958424,0.05523050444462461,Rot,602,0.01673227560336949,0.029468243730052968,0.10878451701201741,0.6778859303013024,0.014173755126420984,False,Grün vs. Rot,30,fwd_return
Grün,3170,-0.05365541837747008,-0.042017176681498625,0.039552467181258086,Rot,602,-0.10221331569771862,-0.0839238598602351,0.06989538352958376,6.683314782345007e-52,2.3631096159681052e-82,True,Grün vs. Rot,30,fwd_mdd
Grün,3140,0.032369898013125946,0.04014047433839674,0.07327405627425411,Rot,602,0.027558760156369495,0.04392818796497,0.15142887392860108,0.44597063348691013,0.11402083113132629,False,Grün vs. Rot,60,fwd_return
Grün,3140,-0.07966678202069198,-0.06938668523780289,0.052611906370608405,Rot,602,-0.1434127893759975,-0.11315082968430112,0.09377313361906416,4.2754381838576266e-50,4.354990292305571e-77,True,Grün vs. Rot,60,fwd_mdd
Grün,3110,0.05225902390663054,0.06280691580963715,0.08373857772374399,Rot,602,0.0445641757960393,0.07189923088311445,0.18727099614964576,0.3229366675542562,0.10871850911839688,False,Grün vs. Rot,90,fwd_return
Grün,3110,-0.09933388723605452,-0.08164530968499062,0.05997825752113113,Rot,602,-0.1655432552138225,-0.12509309218838183,0.10864141993583956,8.260617401883131e-42,6.846006700783501e-57,True,Grün vs. Rot,90,fwd_mdd
