label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,horizont_tage,zielgröße
Nahe am Hoch (bis -5%),2639,0.009882091267908078,0.01646924445220943,0.04294761693760141,Spürbare Korrektur (>= -10%),1621,0.014251286941560712,0.024534776385656265,0.0730857288408504,0.028900787958125458,3.590647201230605e-08,True,30,fwd_return
Nahe am Hoch (bis -5%),2639,-0.04025729088462667,-0.03126485724869488,0.035709822165961164,Spürbare Korrektur (>= -10%),1621,-0.0679307922461941,-0.051898226752040255,0.05668163942349432,1.6512966329313395e-65,1.6453379146552922e-91,True,30,fwd_mdd
Nahe am Hoch (bis -5%),2609,0.021417898705012543,0.03233505145463922,0.05674017563294166,Spürbare Korrektur (>= -10%),1621,0.02614814859409266,0.0413151513975909,0.10200103309166907,0.0874109194623779,3.013007804978072e-08,False,60,fwd_return
Nahe am Hoch (bis -5%),2609,-0.06182646354555937,-0.04633019727279086,0.051332068363336446,Spürbare Korrektur (>= -10%),1621,-0.09704999831046021,-0.07200734994686542,0.0751538475408832,5.910198492871638e-59,9.49964911697879e-89,True,60,fwd_mdd
Nahe am Hoch (bis -5%),2579,0.03286477991888428,0.044587929542856175,0.0648781162455022,Spürbare Korrektur (>= -10%),1621,0.03396287926958336,0.04971284510450036,0.12903801094926454,0.7503117655682612,0.00010694722691028667,False,90,fwd_return
Nahe am Hoch (bis -5%),2579,-0.07872386311675071,-0.05755593615479104,0.06132622550243864,Spürbare Korrektur (>= -10%),1621,-0.11768983984260552,-0.08127938918465272,0.08834444910308707,2.9716536896637942e-52,1.8816386888940504e-77,True,90,fwd_mdd
