hypothese,anteil_schlecht_tage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
H1_SMA20,0.34772036474164136,4.4531344694219115,0.09027555802318576,-0.5677538774277289,3095.982672487392,0.5062012583799251,-0.054426862680349575
H1_SMA100,0.2834853090172239,4.4531344694219115,0.09027555802318576,-0.5677538774277289,64.9135013675224,0.23790408706787525,-0.09604454752913005
H1_SMA200,0.26707193515704153,4.4531344694219115,0.09027555802318576,-0.5677538774277289,23.904824313219205,0.17800874131176836,-0.10159530548956286
H2_SMA20,0.34812563323201623,4.4531344694219115,0.09027555802318576,-0.5677538774277289,257.8814616794261,0.3272755496508226,-0.0712444360287855
H2_SMA100,0.2812563323201621,4.4531344694219115,0.09027555802318576,-0.5677538774277289,15.0043068056711,0.15176176112708473,-0.1275578294220412
H2_SMA200,0.25450861195542046,4.4531344694219115,0.09027555802318576,-0.5677538774277289,9.637705843913844,0.12803790134274218,-0.13703507375382118
H3_SMA20_100,0.26362715298885514,4.4531344694219115,0.09027555802318576,-0.5677538774277289,2.4772076794248243,0.06556206561821964,-0.22481533218815053
H3_SMA20_200,0.22796352583586627,4.4531344694219115,0.09027555802318576,-0.5677538774277289,3.704143236793052,0.08209819740204005,-0.26741580729750636
H5_Drawdown,0.32847011144883487,4.4531344694219115,0.09027555802318576,-0.5677538774277289,10.965702782733759,0.13482012051279302,-0.09878017572293796
H6_RSI_überverkauft,0.017831813576494427,4.4531344694219115,0.09027555802318576,-0.5677538774277289,30.54722925430709,0.19228621469762253,-0.34498108948553763
Ampel_Rot,0.1523809523809524,4.4531344694219115,0.09027555802318576,-0.5677538774277289,16.26163539814455,0.15620887105695647,-0.13703507375382096
