hypothese,anteil_schlecht_tage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
H1_SMA20,0.36938031591737547,3.2874916587782037,0.07699657139736038,-0.5377856040192824,1966.8454432347132,0.47179528117974945,-0.05079651565337917
H1_SMA100,0.3092345078979344,3.2874916587782037,0.07699657139736038,-0.5377856040192824,53.34134837175422,0.22578604803954616,-0.09273349484443993
H1_SMA200,0.2717699473471041,3.2874916587782037,0.07699657139736038,-0.5377856040192824,19.567254503777328,0.16657787345811648,-0.11584871346390424
H2_SMA20,0.3602673147023086,3.2874916587782037,0.07699657139736038,-0.5377856040192824,145.00832602302353,0.289101870626564,-0.08864901255492541
H2_SMA100,0.29647630619684084,3.2874916587782037,0.07699657139736038,-0.5377856040192824,13.716292529360148,0.14684813057697776,-0.11584871346390413
H2_SMA200,0.25880923450789795,3.2874916587782037,0.07699657139736038,-0.5377856040192824,8.75759732377453,0.12308492141225513,-0.13141419202504867
H3_SMA20_100,0.2861482381530984,3.2874916587782037,0.07699657139736038,-0.5377856040192824,1.2953604290390643,0.043247581717790196,-0.2560823569070779
H3_SMA20_200,0.22701498582422033,3.2874916587782037,0.07699657139736038,-0.5377856040192824,3.3124518363782975,0.0773151774834886,-0.19289768159009357
H5_Drawdown,0.284325637910085,3.2874916587782037,0.07699657139736038,-0.5377856040192824,11.732360001291505,0.13841690546621388,-0.09967178694599466
H6_RSI_überverkauft,0.020656136087484813,3.2874916587782037,0.07699657139736038,-0.5377856040192824,25.35819602774385,0.1814182152686623,-0.33614744071426317
Ampel_Rot,0.14135277440259214,3.2874916587782037,0.07699657139736038,-0.5377856040192824,14.110544516773196,0.1483941419364463,-0.13141419202504878
