hypothese,anteil_schlecht_tage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
H1_SMA20,0.4088699878493317,2.8642502194969715,0.07130783907722593,-0.5988875493048391,41664.94318567524,0.7195067731573266,-0.07369413311473427
H1_SMA100,0.3606723369785338,2.8642502194969715,0.07130783907722593,-0.5988875493048391,176.1918097903196,0.3018797631880401,-0.09857433867004484
H1_SMA200,0.35682462535439446,2.8642502194969715,0.07130783907722593,-0.5988875493048391,32.813714344659935,0.19650880920548253,-0.14550088243155368
H2_SMA20,0.40785743215876874,2.8642502194969715,0.07130783907722593,-0.5988875493048391,755.5353631656782,0.4018210430275133,-0.1285859183108382
H2_SMA100,0.3687727825030377,2.8642502194969715,0.07130783907722593,-0.5988875493048391,21.534408091170622,0.17202030675226454,-0.140956438794129
H2_SMA200,0.3880113406237343,2.8642502194969715,0.07130783907722593,-0.5988875493048391,8.798046621874365,0.12332168781858655,-0.18447843051632062
H3_SMA20_100,0.33697853381936005,2.8642502194969715,0.07130783907722593,-0.5988875493048391,0.9938066069014784,0.03578719920929396,-0.36710013322997204
H3_SMA20_200,0.31429728635074927,2.8642502194969715,0.07130783907722593,-0.5988875493048391,1.1105070605087795,0.038793769715864235,-0.39578363668760397
H5_Drawdown,0.4570676387201296,2.8642502194969715,0.07130783907722593,-0.5988875493048391,10.651629257690804,0.13328309501323798,-0.09981826927949267
H6_RSI_überverkauft,0.025111381125961927,2.8642502194969715,0.07130783907722593,-0.5988875493048391,49.471881307412744,0.2211808079934483,-0.36227799699597296
Ampel_Rot,0.25739165654110974,2.8642502194969715,0.07130783907722593,-0.5988875493048391,22.85791013133413,0.17543369284539767,-0.1944842944015316
