label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,muster,horizont_tage,zielgröße,n_events
D1-Signal (Tage/Woche),12,0.025983553546374338,0.03818066230592576,0.03157898515986868,Basisrate (alle Tage),4905,0.011886127633912736,0.018427786200092777,0.05605097539252598,0.15127184806489247,0.21166195554772438,False,D1_tage_woche,30,fwd_return,12
D1-Signal (Tage/Woche),12,-0.02930054684977428,-0.024692744519777654,0.022973158740563587,Basisrate (alle Tage),4905,-0.0512536973783086,-0.03890106822452599,0.04610703102456386,0.0069760126106282565,0.03134114222132282,True,D1_tage_woche,30,fwd_mdd,12
D1-Signal (Tage/Woche),12,0.028839885394802218,0.039653034196250325,0.042154056432035174,Basisrate (alle Tage),4875,0.023734918071837082,0.03475013327482812,0.07632926279406067,0.6839855918872174,0.9999182745808668,False,D1_tage_woche,60,fwd_return,12
D1-Signal (Tage/Woche),12,-0.04408155631736608,-0.03843997642598079,0.023452491387263266,Basisrate (alle Tage),4875,-0.07558892146894067,-0.05690345646957773,0.06208320295291993,0.0006836477558989189,0.03405905230274902,True,D1_tage_woche,60,fwd_mdd,12
D1-Signal (Tage/Woche),12,0.03981223971178158,0.029993250619469114,0.05548541583838294,Basisrate (alle Tage),4845,0.035422296289787415,0.0478224893730026,0.09331610056748076,0.7897508535205021,0.8687812246366853,False,D1_tage_woche,90,fwd_return,12
D1-Signal (Tage/Woche),12,-0.05938368299563441,-0.045207288976172155,0.033115273096419456,Basisrate (alle Tage),4845,-0.09348230376894187,-0.07200734994686542,0.07263992373075714,0.00442431684707147,0.06864311429488677,False,D1_tage_woche,90,fwd_mdd,12
