label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,horizont_tage,zielgröße
Kurs > SMA20,3197,0.009117122217796137,0.01663501827024949,0.04880355197073976,Kurs < SMA20,1689,0.017311477208506284,0.023981954592262156,0.06755211351072599,1.0567069317478427e-05,4.008756603634199e-11,True,20,30,fwd_return
Kurs > SMA20,3197,-0.04566078543430074,-0.035193800145776,0.0392571899487993,Kurs < SMA20,1689,-0.061979746883444944,-0.046441265526410036,0.05547498201760878,2.088047570959507e-26,1.8871968650427962e-29,True,20,30,fwd_mdd
Kurs > SMA20,3180,0.019580376813842858,0.0324167557152385,0.06968722855401313,Kurs < SMA20,1676,0.03160504672210736,0.042774273208436187,0.08740429847293936,1.1511998963498339e-06,2.3638142122116207e-10,True,20,60,fwd_return
Kurs > SMA20,3180,-0.0697599768086235,-0.05464426843494352,0.05744758343002362,Kurs < SMA20,1676,-0.08684103164401732,-0.06432429233590853,0.06897476573676552,6.713923386170432e-18,5.6521760610147774e-21,True,20,60,fwd_mdd
Kurs > SMA20,3150,0.03228766527592145,0.04309422687830966,0.08104381151676866,Kurs < SMA20,1676,0.04095857192701025,0.05367252193174543,0.11302023527655432,0.005422647866158096,1.9012367938606735e-09,True,20,90,fwd_return
Kurs > SMA20,3150,-0.08771604795045947,-0.07036360329327307,0.06675391239111407,Kurs < SMA20,1676,-0.10471510372451437,-0.0775163583620283,0.08172810088799759,3.314100841067659e-13,1.491280621604024e-10,True,20,90,fwd_mdd
Kurs > SMA100,3506,0.010189356909234101,0.016771174690024093,0.04552694170725145,Kurs < SMA100,1300,0.015965593159931745,0.029878161478745113,0.07849457192205866,0.012453642827380993,1.234441128271484e-10,True,100,30,fwd_return
Kurs > SMA100,3506,-0.04276549742077855,-0.034221370740819546,0.035079239484576516,Kurs < SMA100,1300,-0.07566810226868159,-0.05690345646957773,0.06212387908353433,1.5147227354884385e-66,2.8792269275172474e-88,True,100,30,fwd_mdd
Kurs > SMA100,3476,0.023425691789573867,0.03271581791398015,0.06053366481804948,Kurs < SMA100,1300,0.023817822917824975,0.045890473616085004,0.10920396659987888,0.9024273330469419,8.545795913394809e-06,False,100,60,fwd_return
Kurs > SMA100,3476,-0.06455278792141114,-0.0521253759010486,0.048466877700324346,Kurs < SMA100,1300,-0.10717093940662462,-0.08268577084037887,0.08227199530782105,1.7317761881403084e-63,1.1205155956442209e-76,True,100,60,fwd_mdd
Kurs > SMA100,3447,0.03558986554675012,0.04612864851817999,0.0733137634003919,Kurs < SMA100,1299,0.034872558199915374,0.055915903949192325,0.13455278092638456,0.8554357963194852,0.000798343271408576,False,100,90,fwd_return
Kurs > SMA100,3447,-0.08145662683967186,-0.06413206473259525,0.05801825458074771,Kurs < SMA100,1299,-0.12730131019223795,-0.09837437474216237,0.0956148495485975,6.707853570497916e-55,5.946324851871499e-58,True,100,90,fwd_mdd
Kurs > SMA200,3587,0.012531734997781848,0.019115135217983914,0.04488729346169987,Kurs < SMA200,1119,0.010778415742981258,0.016737705092116917,0.08363555546793057,0.5018676981788428,0.2671928289125435,False,200,30,fwd_return
Kurs > SMA200,3587,-0.041997374116205945,-0.03248461432325278,0.03598212230568198,Kurs < SMA200,1119,-0.08216364096326524,-0.06432429233590853,0.061783998502414526,7.519925441476912e-83,3.85331229892749e-137,True,200,30,fwd_mdd
Kurs > SMA200,3557,0.02556193918010761,0.035011121376724796,0.060246247636345986,Kurs < SMA200,1119,0.020134061370070344,0.039663220737803595,0.11598568904091829,0.1330874082833755,0.10287839036902516,False,200,60,fwd_return
Kurs > SMA200,3557,-0.06339895719321087,-0.049451481498734906,0.049454892660728195,Kurs < SMA200,1119,-0.11552078894773013,-0.09189447297766995,0.08256853064703676,1.8738169373289785e-78,5.799043452410564e-124,True,200,60,fwd_mdd
Kurs > SMA200,3527,0.03922863875368619,0.04930033800180578,0.06922447802779537,Kurs < SMA200,1119,0.02981439689958882,0.05229990965296727,0.14709751209433905,0.03870676495080393,0.15111461363050852,False,200,90,fwd_return
Kurs > SMA200,3527,-0.0796183856478761,-0.06083873357931757,0.057895323395895336,Kurs < SMA200,1119,-0.137417840569784,-0.09837437474216237,0.09767230443773398,3.312689143701584e-70,2.21429569827613e-101,True,200,90,fwd_mdd
