name,anteil_tage,trefferquote,änderung_5,änderung_10,median_max_anstieg,n_ereignisse
3-Monats-Hoch,0.03131622321638804,0.3609022556390977,-1.9239097744360913,-2.372857142857143,1.1699999999999982,133
Divergenz (Block 6),0.04073463621379798,0.13872832369942195,0.19104046242774572,0.4076298843930637,1.7800000000000011,173
Rot-Regime,0.09065222510007064,0.8222222222222222,-0.6371104444444443,-1.2848886666666672,1.4899999999999949,45
