name,anteil_tage,trefferquote,änderung_5,änderung_10,median_max_anstieg,n_ereignisse
3-Monats-Hoch,0.03100303951367781,0.41830065359477125,-2.465163336859809,-2.923790769639358,1.2299995422363281,153
Divergenz (Block 6),0.011347517730496455,0.25,2.5335713795253207,2.445535796029227,4.085000514984131,56
Rot-Regime,0.09098277608915907,0.7924528301886793,-4.023962344763414,-4.46396215906683,0.4499988555908203,53
