risikophase,anteil_risikotage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
Rot (VIX >= 30),0.09098277608915907,4.460080568475689,0.09034628106037901,-0.5677538774277289,2.5017219069715386,0.06594357910310888,-0.36832064156964506
Gelb+Rot (VIX >= 20),0.3584599797365755,4.460080568475689,0.09034628106037901,-0.5677538774277289,1.120590905071185,0.039046105118385466,-0.2012146082448697
3-Monats-Hoch (+10 Tage),0.1574468085106383,4.460080568475689,0.09034628106037901,-0.5677538774277289,2.7007281438058115,0.06895010660694534,-0.5442726598050949
Divergenz Block 6 (+10 Tage),0.024518743667679838,4.460080568475689,0.09034628106037901,-0.5677538774277289,4.385921184373809,0.08958676217522998,-0.5677538774277289
Kombiniert (Rot oder Block 6),0.11388044579533942,4.460080568475689,0.09034628106037901,-0.5677538774277289,2.533506652262893,0.06643448687314235,-0.36832064156964506
