risikophase,anteil_risikotage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
Rot (VXD >= 27),0.09588762214983713,3.2956172848591176,0.0771004843853278,-0.5377856040192821,2.1934573353407343,0.060950070694570035,-0.362487184451631
Gelb+Rot (VXD >= 18),0.377442996742671,3.2956172848591176,0.0771004843853278,-0.5377856040192821,0.20727365640220352,0.009644450940992089,-0.3529980237074586
3-Monats-Hoch (+10 Tage),0.16205211726384364,3.2956172848591176,0.0771004843853278,-0.5377856040192821,2.553673998151623,0.06674379817948428,-0.5470876585853524
Divergenz Block 6 (+10 Tage),0.033387622149837134,3.2956172848591176,0.0771004843853278,-0.5377856040192821,3.466318474473975,0.07924140785705425,-0.5377856040192821
Kombiniert (Rot oder Block 6),0.1270358306188925,3.2956172848591176,0.0771004843853278,-0.5377856040192821,2.4394935853401583,0.064970109818963,-0.362487184451631
