Horizont,Trefferq. Signal,Trefferq. Baseline,Rend. Signal,Rend. Baseline,MaxDD Signal,MaxDD Baseline
5T,0.3308270676691729,0.12129062647197363,0.006358094546020133,0.0023441252136622796,-0.03235465710916359,-0.020903432519747578
10T,0.3609022556390977,0.15002355157795572,0.010066457646900544,0.004641788789445202,-0.0498945811815283,-0.033675656051441814
15T,0.37593984962406013,0.17404616109279322,0.01589399760467903,0.006995544638719231,-0.061458655837364644,-0.04319250794880688
30T,0.39849624060150374,0.23174752708431465,0.03979305296086463,0.01382489933463234,-0.07595603508501109,-0.06429086591191584
