Horizont,Rend. Baseline,Rend. >23,Rend. >33,MaxDD Baseline,MaxDD >23,MaxDD >33
5T,0.003278319613845069,0.00395256748397459,0.006756515515729374,-0.019687068010275557,-0.028873004219085213,-0.040928138647814465
10T,0.006483709643163893,0.00791622647794501,0.010180937746094984,-0.03192128432440223,-0.04491283011279303,-0.06275148740783038
15T,0.009718711440901476,0.01174611831729348,0.01856502721228392,-0.04095118065017558,-0.0563931582223539,-0.07525806769114966
30T,0.019488372609561894,0.02580948017592564,0.040931453334945696,-0.06093728514456455,-0.07979951859902833,-0.09869525742682062
