risikophase,anteil_risikotage,gesamtrendite_buy_hold,cagr_buy_hold,max_drawdown_buy_hold,gesamtrendite_strategie,cagr_strategie,max_drawdown_strategie
Rot (VXN >= 33),0.0950354609929078,15.797949650028745,0.1546057419796032,-0.5370615106846015,6.53871042630376,0.10841713236712391,-0.418213464981788
Gelb+Rot (VXN >= 23),0.3771023302938197,15.797949650028745,0.1546057419796032,-0.5370615106846015,3.990838536920406,0.08536515787876686,-0.21476286968082436
3-Monats-Hoch (+10 Tage),0.18135764944275581,15.797949650028745,0.1546057419796032,-0.5370615106846015,7.21465317581754,0.1132776136699769,-0.44204986504965393
Divergenz Block 6 (+10 Tage),0.08105369807497467,15.797949650028745,0.1546057419796032,-0.5370615106846015,14.995387690865314,0.15172904554554756,-0.5339370479728538
Kombiniert (Rot oder Block 6),0.16453900709219857,15.797949650028745,0.1546057419796032,-0.5370615106846015,5.232739537017716,0.09772453942056392,-0.4130404324932151
