Fenster,Schwelle,Horizont,Signale,Trefferquote,Trefferq_Baseline,Fwd_Rendite,Rendite_Baseline,Fwd_MaxDD,MaxDD_Baseline,belastbar
10,0.15,10,753,0.11569148936170212,0.15002355157795572,0.0035828877318822114,0.004641788789445202,-0.030570994210456955,-0.033675656051441814,True
10,0.15,15,753,0.15824468085106383,0.17404616109279322,0.006100907282460823,0.006995544638719231,-0.03983980212070342,-0.04319250794880688,True
10,0.15,30,753,0.2327127659574468,0.23174752708431465,0.014518017848844043,0.01382489933463234,-0.059944981453565235,-0.06429086591191584,True
10,0.2,10,234,0.1623931623931624,0.15002355157795572,0.0022347905119986422,0.004641788789445202,-0.03180536505468019,-0.033675656051441814,True
10,0.2,15,234,0.21794871794871795,0.17404616109279322,0.0026975316521900333,0.006995544638719231,-0.042742606761319316,-0.04319250794880688,True
10,0.2,30,234,0.2777777777777778,0.23174752708431465,0.00889139252937272,0.01382489933463234,-0.060430510066815636,-0.06429086591191584,True
10,0.25,10,234,0.1623931623931624,0.15002355157795572,0.0022347905119986422,0.004641788789445202,-0.03180536505468019,-0.033675656051441814,True
10,0.25,15,234,0.21794871794871795,0.17404616109279322,0.0026975316521900333,0.006995544638719231,-0.042742606761319316,-0.04319250794880688,True
10,0.25,30,234,0.2777777777777778,0.23174752708431465,0.00889139252937272,0.01382489933463234,-0.060430510066815636,-0.06429086591191584,True
15,0.15,10,506,0.15612648221343872,0.15002355157795572,0.005684183208056069,0.004641788789445202,-0.030908987030803737,-0.033675656051441814,True
15,0.15,15,506,0.19960474308300397,0.17404616109279322,0.007645898721761794,0.006995544638719231,-0.040385962482839086,-0.04319250794880688,True
15,0.15,30,506,0.2549407114624506,0.23174752708431465,0.019264994051035884,0.01382489933463234,-0.05763412372691814,-0.06429086591191584,True
15,0.2,10,193,0.13989637305699482,0.15002355157795572,0.0020960385139397767,0.004641788789445202,-0.031955584348121686,-0.033675656051441814,True
15,0.2,15,193,0.18652849740932642,0.17404616109279322,0.0024802217836605647,0.006995544638719231,-0.0418680840174015,-0.04319250794880688,True
15,0.2,30,193,0.2538860103626943,0.23174752708431465,0.01345987799467116,0.01382489933463234,-0.05388026272611051,-0.06429086591191584,True
15,0.25,10,193,0.13989637305699482,0.15002355157795572,0.0020960385139397767,0.004641788789445202,-0.031955584348121686,-0.033675656051441814,True
15,0.25,15,193,0.18652849740932642,0.17404616109279322,0.0024802217836605647,0.006995544638719231,-0.0418680840174015,-0.04319250794880688,True
15,0.25,30,193,0.2538860103626943,0.23174752708431465,0.01345987799467116,0.01382489933463234,-0.05388026272611051,-0.06429086591191584,True
30,0.15,10,499,0.1342685370741483,0.15002355157795572,0.005105463618201566,0.004641788789445202,-0.029573761879033933,-0.033675656051441814,True
30,0.15,15,499,0.17234468937875752,0.17404616109279322,0.010096772249334205,0.006995544638719231,-0.03736144798634656,-0.04319250794880688,True
30,0.15,30,499,0.2124248496993988,0.23174752708431465,0.022522775480463608,0.01382489933463234,-0.05285922110606496,-0.06429086591191584,True
30,0.2,10,135,0.11851851851851852,0.15002355157795572,-0.0014859698618782747,0.004641788789445202,-0.031210928376992533,-0.033675656051441814,True
30,0.2,15,135,0.14074074074074075,0.17404616109279322,0.0012609766541874406,0.006995544638719231,-0.038630654796024226,-0.04319250794880688,True
30,0.2,30,135,0.23703703703703705,0.23174752708431465,0.016014461707651362,0.01382489933463234,-0.05065447672848583,-0.06429086591191584,True
30,0.25,10,47,0.14893617021276595,0.15002355157795572,-0.005412496717997883,0.004641788789445202,-0.0361225723832138,-0.033675656051441814,True
30,0.25,15,47,0.14893617021276595,0.17404616109279322,-0.00505915557839559,0.006995544638719231,-0.04518852961576529,-0.04319250794880688,True
30,0.25,30,47,0.14893617021276595,0.23174752708431465,0.005804714028750356,0.01382489933463234,-0.05694573233558564,-0.06429086591191584,True
