Horizont,Rend. Signal,Rend. Baseline,MaxDD Signal,MaxDD Baseline
5T,0.003865920775768668,0.0020373860324517223,-0.03260064344912209,-0.01637902633736148
10T,0.007543092344945719,0.004023575767075181,-0.048497252967569154,-0.026625913789882886
15T,0.012127374702843379,0.006012833192617831,-0.05829882404354428,-0.03425077374039035
30T,0.022836281463863444,0.011886395710880715,-0.07958256454438513,-0.05125369737830861
