name,anteil_tage,trefferquote,änderung_5,änderung_10,median_max_anstieg,n_ereignisse
3-Monats-Hoch,0.0364741641337386,0.4222222222222222,-1.9372777620951334,-2.1198890262179906,1.6449995040893555,180
Divergenz (Block 6),0.04235055724417427,0.22009569377990432,0.5254066412528736,0.9956458287946345,2.1500015258789062,209
Rot-Regime,0.0950354609929078,0.8813559322033898,-2.379152362629519,-2.725932202096713,1.1199989318847656,59
