label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,horizont_tage,zielgröße
Breite SMA20 > 50%,3091,0.008075369007863459,0.0154059537342738,0.0487484996874707,Breite SMA20 < 50%,1809,0.018266114168779424,0.0257500567452972,0.06627088018505513,1.3171979467742837e-08,3.7177265604908496e-17,True,20,30,fwd_return
Breite SMA20 > 50%,3091,-0.04628246593398739,-0.0360271134080294,0.03917441839002558,Breite SMA20 < 50%,1809,-0.05978648721753689,-0.0434858418789472,0.055025545401229774,9.010959499525925e-20,1.2773881331460592e-19,True,20,30,fwd_mdd
Breite SMA20 > 50%,3069,0.019575234752687996,0.0324650608305543,0.07012360049460178,Breite SMA20 < 50%,1801,0.030710987395221743,0.0406109204734059,0.08551528195986187,2.9934509846567236e-06,2.552303246695236e-08,True,20,60,fwd_return
Breite SMA20 > 50%,3069,-0.07034614061542788,-0.0559572235491679,0.058056831361348094,Breite SMA20 < 50%,1801,-0.08460769405864293,-0.0612255699829666,0.06753384617781272,9.126450597882802e-14,1.9346125879835267e-16,True,20,60,fwd_mdd
Breite SMA20 > 50%,3048,0.03133815415876718,0.042671531844354196,0.08241572951363554,Breite SMA20 < 50%,1792,0.041910528072883126,0.0535477097421004,0.10886601313247253,0.0003831854521709164,6.197928046072158e-10,True,20,90,fwd_return
Breite SMA20 > 50%,3048,-0.088236810196709,-0.070893369898995,0.06770635413633218,Breite SMA20 < 50%,1792,-0.10253947247111202,-0.0767105766786802,0.07960379479703096,2.1416470071280972e-10,1.657039374490986e-08,True,20,90,fwd_mdd
Breite SMA50 > 50%,3264,0.007548498231929684,0.0160711173231513,0.049272229918058554,Breite SMA50 < 50%,1636,0.020394907032768608,0.02854036422307445,0.06682150505280451,6.8466374433297045e-12,4.628937898419014e-18,True,50,30,fwd_return
Breite SMA50 > 50%,3264,-0.04521655471697635,-0.0351413035704898,0.039651100736914885,Breite SMA50 < 50%,1636,-0.06334108984246237,-0.04721421108820535,0.0549466861595135,1.029886316438244e-31,1.0469819745745338e-38,True,50,30,fwd_mdd
Breite SMA50 > 50%,3239,0.01959661197051589,0.0322134788433907,0.06857795438815269,Breite SMA50 < 50%,1631,0.0318292198542568,0.0418782160063306,0.08930475858296534,1.2586788616270818e-06,2.2274068828389025e-09,True,50,60,fwd_return
Breite SMA50 > 50%,3239,-0.06865258458171594,-0.0546442684349435,0.05718864406418388,Breite SMA50 < 50%,1631,-0.08945741329747774,-0.0714406632163116,0.06882788925552563,2.167583978350244e-25,6.676313605117318e-32,True,50,60,fwd_mdd
Breite SMA50 > 50%,3221,0.03187856402245955,0.0450604186931056,0.08014023865888248,Breite SMA50 < 50%,1619,0.04196510529103565,0.0558815954645222,0.11462600151468519,0.001531072903149075,1.5396772742746596e-07,True,50,90,fwd_return
Breite SMA50 > 50%,3221,-0.08605184116641539,-0.0683610804467385,0.06600915212192801,Breite SMA50 < 50%,1619,-0.108414794163544,-0.0848514435020737,0.08237388083870686,4.567267060262977e-21,1.0267942085619522e-20,True,50,90,fwd_mdd
Breite SMA200 > 50%,3638,0.010872069898896356,0.017189074094135053,0.044222423253895776,Breite SMA200 < 50%,1262,0.014621058512236907,0.0298801707970832,0.08101406589072976,0.11778130769060091,1.6489303766488396e-08,False,200,30,fwd_return
Breite SMA200 > 50%,3638,-0.042300772275660765,-0.0325925347959453,0.03499043689831078,Breite SMA200 < 50%,1262,-0.07711778767006766,-0.0569034564695777,0.06192582367770248,3.3652888947762187e-72,1.6802798684524282e-101,True,200,30,fwd_mdd
Breite SMA200 > 50%,3608,0.023352433325519686,0.032725269257855044,0.05894631391268239,Breite SMA200 < 50%,1262,0.024668228459840572,0.04791993181724105,0.11213268552820468,0.6906412132051126,1.3196743398299882e-07,False,200,60,fwd_return
Breite SMA200 > 50%,3608,-0.06344523057445921,-0.0511008540416847,0.048144240754824534,Breite SMA200 < 50%,1262,-0.11042818592370462,-0.0889946422578891,0.08140766628650155,4.733283720814164e-75,1.7369949434483329e-103,True,200,60,fwd_mdd
Breite SMA200 > 50%,3583,0.03511601546238723,0.0461324009015153,0.06939366945024356,Breite SMA200 < 50%,1257,0.03564174763786434,0.0559159039491923,0.14051689180652877,0.8987090860751632,9.715934560228815e-06,False,200,90,fwd_return
Breite SMA200 > 50%,3583,-0.08020940755889099,-0.0612255699829666,0.05726015164802032,Breite SMA200 < 50%,1257,-0.13150853211161123,-0.0983743747421623,0.09508082135580855,3.580189785189523e-66,9.371705045118372e-88,True,200,90,fwd_mdd
