label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,muster,horizont_tage,zielgröße,n_events
B9 SMA50 Breadth Collapse,261,0.0522327795854224,0.0685804459689254,0.1104050803912463,Basisrate (alle Tage),4853,0.03979158426711265,0.0478049639093904,0.09315829657086175,0.07507862159818379,0.0007210649126294383,False,50,B9 SMA50 Breadth Collapse,60,fwd_return,261
B9 SMA50 Breadth Collapse,261,-0.10185704431463537,-0.0823284075368304,0.07632629991368634,Basisrate (alle Tage),4853,-0.08775944837219567,-0.0723745005252891,0.06292243984678302,0.003659581500122125,0.005919196439143418,True,50,B9 SMA50 Breadth Collapse,60,fwd_mdd,261
B9 SMA50 Breadth Collapse,261,0.07777022839863461,0.0917698593561548,0.13217033456079463,Basisrate (alle Tage),4823,0.05934498505659857,0.0702157658728594,0.11298940281655907,0.027988288130609218,0.0010402796590561851,True,50,B9 SMA50 Breadth Collapse,90,fwd_return,261
B9 SMA50 Breadth Collapse,261,-0.11750217213408777,-0.1038098168691996,0.07824126316670876,Basisrate (alle Tage),4823,-0.1082299831665549,-0.0857249835971316,0.07289675585052154,0.06235495817560658,0.030491627578230214,False,50,B9 SMA50 Breadth Collapse,90,fwd_mdd,261
B9 SMA200 Breadth Thrust,15,0.012954732317776474,0.0476853222813229,0.08654753239472475,Basisrate (alle Tage),4883,0.019810158058433707,0.0261621603927804,0.06681383918901332,0.7637198852074545,0.49015104850098223,False,200,B9 SMA200 Breadth Thrust,30,fwd_return,15
B9 SMA200 Breadth Thrust,15,-0.04836977123083984,-0.0247768623490445,0.0658190625968834,Basisrate (alle Tage),4883,-0.060381076563910056,-0.0459646913989528,0.046532646937043884,0.49159201370610006,0.00654155843975701,False,200,B9 SMA200 Breadth Thrust,30,fwd_mdd,15
B9 SMA200 Breadth Thrust,15,0.016319111657584366,0.0655669979930548,0.15571855521521055,Basisrate (alle Tage),4853,0.03979158426711265,0.0478049639093904,0.09315829657086175,0.5688331301600851,0.54475451125668,False,200,B9 SMA200 Breadth Thrust,60,fwd_return,15
B9 SMA200 Breadth Thrust,15,-0.09266820322976606,-0.0572157571415996,0.12711227532931338,Basisrate (alle Tage),4853,-0.08775944837219567,-0.0723745005252891,0.06292243984678302,0.8832818500039809,0.0448742229338645,False,200,B9 SMA200 Breadth Thrust,60,fwd_mdd,15
B9 SMA200 Breadth Thrust,15,0.024070278885245704,0.0574519674722089,0.17645935709936417,Basisrate (alle Tage),4823,0.05934498505659857,0.0702157658728594,0.11298940281655907,0.45192822138831185,0.8843711850498042,False,200,B9 SMA200 Breadth Thrust,90,fwd_return,15
B9 SMA200 Breadth Thrust,15,-0.11740634818251512,-0.0572157571415996,0.14528053045093184,Basisrate (alle Tage),4823,-0.1082299831665549,-0.0857249835971316,0.07289675585052154,0.8103595028510595,0.09632362199607494,False,200,B9 SMA200 Breadth Thrust,90,fwd_mdd,15
B9 SMA200 Breadth Collapse,31,0.0605346417660531,0.045127017434758,0.09043691715107176,Basisrate (alle Tage),4883,0.019810158058433707,0.0261621603927804,0.06681383918901332,0.017953154399223514,0.020328358476135504,True,200,B9 SMA200 Breadth Collapse,30,fwd_return,31
B9 SMA200 Breadth Collapse,31,-0.08672922603126973,-0.0794447171672931,0.04482266159761165,Basisrate (alle Tage),4883,-0.060381076563910056,-0.0459646913989528,0.046532646937043884,0.002732479010895133,0.0002834887712886671,True,200,B9 SMA200 Breadth Collapse,30,fwd_mdd,31
B9 SMA200 Breadth Collapse,31,0.11262865269339606,0.1032680798926974,0.12965202306731427,Basisrate (alle Tage),4853,0.03979158426711265,0.0478049639093904,0.09315829657086175,0.0039313460780000505,0.0007308249124607316,True,200,B9 SMA200 Breadth Collapse,60,fwd_return,31
B9 SMA200 Breadth Collapse,31,-0.10436965821565636,-0.0969004876023628,0.04112893668340685,Basisrate (alle Tage),4853,-0.08775944837219567,-0.0723745005252891,0.06292243984678302,0.03300610582749123,0.004171682818090064,True,200,B9 SMA200 Breadth Collapse,60,fwd_mdd,31
B9 SMA200 Breadth Collapse,31,0.1334495092398321,0.108341789777093,0.18922972134666163,Basisrate (alle Tage),4823,0.05934498505659857,0.0702157658728594,0.11298940281655907,0.03736955164114611,0.10318102683666372,False,200,B9 SMA200 Breadth Collapse,90,fwd_return,31
B9 SMA200 Breadth Collapse,31,-0.12119604583098795,-0.1042815120941258,0.06051280503283369,Basisrate (alle Tage),4823,-0.1082299831665549,-0.0857249835971316,0.07289675585052154,0.24418663395811208,0.10183982376838015,False,200,B9 SMA200 Breadth Collapse,90,fwd_mdd,31
