label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,horizont_tage,zielgröße
Breite SMA20 steigend,1583,0.011614569400786246,0.0147668622786147,0.07002459957106649,Breite SMA20 fallend,1604,0.012206098269760268,0.0172934996389194,0.0707930880796668,0.8125614533073819,0.595520584435745,False,20,30,fwd_return
Breite SMA20 steigend,1583,-0.06342540662173514,-0.0515821001481461,0.04715539693012667,Breite SMA20 fallend,1604,-0.06489371369713996,-0.052401042246978,0.04776480455308806,0.38258096752310694,0.29674192011702005,False,20,30,fwd_mdd
Breite SMA20 steigend,1568,0.022781801325302203,0.0253471890939198,0.09532609737470737,Breite SMA20 fallend,1589,0.02321390681669229,0.02495339167635,0.09664715085294846,0.899368222576242,0.9358341355445057,False,20,60,fwd_return
Breite SMA20 steigend,1568,-0.0938015584359822,-0.0817103547668511,0.061797686851259234,Breite SMA20 fallend,1589,-0.09510329826808812,-0.0817103547668511,0.06257143526045951,0.5565093590355575,0.5375953368064343,False,20,60,fwd_mdd
Breite SMA20 steigend,1550,0.03233046128359777,0.02959991050220165,0.11463404789929205,Breite SMA20 fallend,1577,0.034074016016081725,0.0336301344975893,0.1159191092790506,0.6724053268585788,0.48891223772577164,False,20,90,fwd_return
Breite SMA20 steigend,1550,-0.11543405990015772,-0.0912143870951704,0.07118946187829447,Breite SMA20 fallend,1577,-0.11754376926884244,-0.0912143870951704,0.07288788954095593,0.4129512839430415,0.4629538895587303,False,20,90,fwd_mdd
Breite SMA50 steigend,1588,0.010271733950773987,0.01388278352176635,0.06971025114374343,Breite SMA50 fallend,1599,0.013541545636217017,0.0177977087962162,0.07106663578647666,0.1898794622289595,0.10871234319782469,False,50,30,fwd_return
Breite SMA50 steigend,1588,-0.0635693143844397,-0.0515441432044495,0.04697118781704336,Breite SMA50 fallend,1599,-0.06475538724823578,-0.052401042246978,0.04795050209833907,0.48062177994477406,0.37490554888366123,False,50,30,fwd_mdd
Breite SMA50 steigend,1574,0.02268436763399007,0.0258890760658857,0.09395669850607544,Breite SMA50 fallend,1583,0.02331242435495737,0.0244826278614918,0.0979758082826462,0.8541585862742256,0.9677126406229261,False,50,60,fwd_return
Breite SMA50 steigend,1574,-0.09289319958293663,-0.0811697282914598,0.060750027456579335,Breite SMA50 fallend,1583,-0.09601142667850278,-0.0819689436087629,0.06355471516994325,0.15887441952936684,0.1027796847335232,False,50,60,fwd_mdd
Breite SMA50 steigend,1553,0.030382078055196392,0.0288186599691875,0.11364564753526739,Breite SMA50 fallend,1574,0.03599972746328935,0.035021889553251195,0.11681717400513475,0.17296978950959493,0.1437184734685243,False,50,90,fwd_return
Breite SMA50 steigend,1553,-0.11522513877300433,-0.0912143870951704,0.07073988273309652,Breite SMA50 fallend,1574,-0.11775392405828035,-0.0912143870951704,0.07331508479691057,0.326388498813202,0.2712068064821538,False,50,90,fwd_mdd
Breite SMA200 steigend,1626,0.010848412881265179,0.0144462010071304,0.06924644099827414,Breite SMA200 fallend,1561,0.013020452044332427,0.0175531467608269,0.07159123527146172,0.3843415065218731,0.2906021936612342,False,200,30,fwd_return
Breite SMA200 steigend,1626,-0.06313839152662198,-0.0514404486949852,0.04661857466498504,Breite SMA200 fallend,1561,-0.06523312673294804,-0.052401042246978,0.04831531206861797,0.21331697356881635,0.24511010385979914,False,200,30,fwd_mdd
Breite SMA200 steigend,1610,0.0243199378256229,0.02677760868754615,0.09413075976534412,Breite SMA200 fallend,1547,0.021624862644179076,0.0231981139449706,0.09787565393899089,0.43072630682594976,0.4353918755619721,False,200,60,fwd_return
Breite SMA200 steigend,1610,-0.09205905958503524,-0.0817103547668511,0.060310072340653866,Breite SMA200 fallend,1547,-0.0969520999636105,-0.0819689436087629,0.06399607535424463,0.027249144268628428,0.02816718131624688,True,200,60,fwd_mdd
Breite SMA200 steigend,1589,0.03190939110248887,0.0297823759971254,0.11687007271582942,Breite SMA200 fallend,1538,0.0345532612386753,0.03379360534154955,0.1136130450861173,0.5212763447936523,0.3674703721644511,False,200,90,fwd_return
Breite SMA200 steigend,1589,-0.11485617714517565,-0.0912143870951704,0.07155439255991493,Breite SMA200 fallend,1538,-0.11819431176757146,-0.0925646088758235,0.07253710107489111,0.1953713531180326,0.1477239087071063,False,200,90,fwd_mdd
