label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,schwelle,bezeichnung,horizont_tage,zielgröße,n_events
B7 SMA50 verlässt unteres Quartil (25%),43,-0.12630372243292481,-0.0927334948444399,0.09767542545766221,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.013361718062444945,0.008115525078889303,True,50,25,verlässt unteres Quartil (25%),90,fwd_mdd,43
B7 SMA50 steigt über 50%,44,0.0026543699172278594,0.0355091235872326,0.08929642425206998,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.5806480253701464,0.43903384258533573,False,50,50,steigt über 50%,30,fwd_return,44
B7 SMA50 steigt über 50%,44,-0.07163897828344754,-0.0478418509449154,0.06497700784937406,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.018237417140597813,0.00784608816981055,True,50,50,steigt über 50%,30,fwd_mdd,44
B7 SMA50 steigt über 50%,44,-0.008253327549901067,0.02801972176735345,0.11636075883437456,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.11734550088426192,0.4763265333835731,False,50,50,steigt über 50%,60,fwd_return,44
B7 SMA50 steigt über 50%,44,-0.11486421519213139,-0.0803205835166062,0.09560196490498997,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.004311718269530577,0.0010948683285509383,True,50,50,steigt über 50%,60,fwd_mdd,44
B7 SMA50 steigt über 50%,44,-0.0004953103230170977,0.0143483402446754,0.144821916767087,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.1726342175239726,0.3186521952635266,False,50,50,steigt über 50%,90,fwd_return,44
B7 SMA50 steigt über 50%,44,-0.1374933355093285,-0.11415951368854975,0.09605215963240973,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.0013473039415865281,6.654091721288616e-05,True,50,50,steigt über 50%,90,fwd_mdd,44
B7 SMA200 verlässt unteres Quartil (25%),55,-0.002352952475788701,0.0140520208842909,0.08862928420657559,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.3006750584030733,0.9265787963921559,False,200,25,verlässt unteres Quartil (25%),30,fwd_return,55
B7 SMA200 verlässt unteres Quartil (25%),55,-0.09007855564633004,-0.0600377288324098,0.08485599559849204,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.00048739745745221303,2.85624545768583e-06,True,200,25,verlässt unteres Quartil (25%),30,fwd_mdd,55
B7 SMA200 verlässt unteres Quartil (25%),55,0.001387016731027278,0.0456063120705376,0.11962641765601763,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.2589846022553468,0.6401785428579847,False,200,25,verlässt unteres Quartil (25%),60,fwd_return,55
B7 SMA200 verlässt unteres Quartil (25%),55,-0.12925754142844975,-0.0825098351826462,0.10010360265674394,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,7.614428056964722e-05,1.8474951549173467e-08,True,200,25,verlässt unteres Quartil (25%),60,fwd_mdd,55
B7 SMA200 verlässt unteres Quartil (25%),55,0.00887016701297925,0.0666626049849528,0.15258179345926762,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.3137350932500712,0.2819368388078919,False,200,25,verlässt unteres Quartil (25%),90,fwd_return,55
B7 SMA200 verlässt unteres Quartil (25%),55,-0.15070181535501365,-0.0927334948444399,0.10779644307275377,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,6.641666080113538e-05,5.026951134014309e-07,True,200,25,verlässt unteres Quartil (25%),90,fwd_mdd,55
B7 SMA200 steigt über 50%,20,0.023692609141863476,0.03581704482916655,0.06566669267242707,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.36881014251689626,0.12271850834516486,False,200,50,steigt über 50%,30,fwd_return,20
B7 SMA200 steigt über 50%,20,-0.05140398755202345,-0.0379050135173179,0.036035667001418754,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.6394971787916666,0.5698094157254426,False,200,50,steigt über 50%,30,fwd_mdd,20
B7 SMA200 steigt über 50%,20,0.05137203985674148,0.06916492628035739,0.07653278301583784,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.08129210202818017,0.02178761051412215,False,200,50,steigt über 50%,60,fwd_return,20
B7 SMA200 steigt über 50%,20,-0.06894447179208474,-0.0448871862364518,0.0478688349109399,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.8237568935373873,0.7568269733327954,False,200,50,steigt über 50%,60,fwd_mdd,20
B7 SMA200 steigt über 50%,20,0.07291659062782707,0.09700972058934496,0.09329390493206328,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.0530501074887967,0.0092496304116758,False,200,50,steigt über 50%,90,fwd_return,20
B7 SMA200 steigt über 50%,20,-0.0756054914203978,-0.060768125790976055,0.04727536397782668,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.26620382612813503,0.3840775069670326,False,200,50,steigt über 50%,90,fwd_mdd,20
