kw_pvalue,kw_signifikant_5pct,mean_Q1 (0-25%),n_Q1 (0-25%),mean_Q2 (25-50%),n_Q2 (25-50%),mean_Q3 (50-75%),n_Q3 (50-75%),mean_Q4 (75-100%),n_Q4 (75-100%),q1_vs_q4_t_pvalue,q1_vs_q4_u_pvalue,q1_vs_q4_signifikant_5pct,sma_fenster,horizont_tage,zielgröße
7.262269857735766e-21,True,0.029091467148132828,638,0.01236809947977219,1171,0.007101810729655003,1992,0.009839998753260405,1099,6.38601832712521e-09,7.132917817028582e-14,True,20,30,fwd_return
7.371878081612811e-26,True,-0.06784168618372659,638,-0.055397745167640206,1171,-0.0459107846171496,1992,-0.046956159458228404,1099,8.789187318056674e-15,1.64511029347599e-13,True,20,30,fwd_mdd
5.3275587615493954e-14,True,0.04565391575608343,638,0.022513576996056002,1163,0.016732519599855774,1970,0.024670911596254397,1099,1.0556510146501398e-06,4.4567708532684923e-07,True,20,60,fwd_return
8.579122516793439e-21,True,-0.09299420439623624,638,-0.0800070116894387,1163,-0.07154524480425899,1970,-0.06819669998576704,1099,6.0416769742530565e-15,7.816481771612355e-18,True,20,60,fwd_mdd
7.097134169399432e-15,True,0.054180950239176476,638,0.035126707152523355,1154,0.026097236706886594,1952,0.04067234290518224,1096,0.015153055338543126,8.207542229465468e-06,True,20,90,fwd_return
7.686311278660406e-11,True,-0.11295286375347371,638,-0.09678232893718934,1154,-0.09123483898117556,1952,-0.08289725528130865,1096,3.3976038959672558e-15,1.281003996797783e-11,True,20,90,fwd_mdd
2.2044793772817847e-25,True,0.03814069711179623,486,0.01289538183415345,1150,0.006275185462376376,2189,0.0101413183738387,1075,1.4653369387029005e-13,4.9609634070262514e-20,True,50,30,fwd_return
2.404265766629606e-47,True,-0.0751569259956824,486,-0.05834761473771027,1150,-0.04567939722800291,2189,-0.04427407819917436,1075,5.250302823224545e-22,5.157531812987346e-27,True,50,30,fwd_mdd
1.1466600478190325e-13,True,0.047039134896167366,486,0.02537330831681703,1145,0.016672573275474698,2164,0.025482769864533697,1075,5.944020730245567e-05,5.089425745456296e-08,True,50,60,fwd_return
2.4818758627470027e-38,True,-0.10476458600333954,486,-0.0829602203411032,1145,-0.0705501239880465,2164,-0.06483279362794908,1075,5.964795805919403e-25,4.306834979609272e-31,True,50,60,fwd_mdd
2.315095973304601e-13,True,0.05515692100412852,485,0.0363231029798804,1134,0.025915364770855303,2146,0.04378277387728998,1075,0.10034999318225478,0.00022422324695239707,False,50,90,fwd_return
3.3683357892788294e-25,True,-0.127649903183046,485,-0.10018813818959475,1134,-0.09045104101813062,2146,-0.07726981057871225,1075,9.759163491724745e-26,4.3276486562113957e-26,True,50,90,fwd_mdd
7.844560424949644e-19,True,0.03776441991783774,344,0.005948600643471455,918,0.010722360940145581,2292,0.0111269977840797,1346,1.3693038663760737e-06,2.4484157322214264e-18,True,200,30,fwd_return
2.996759003976581e-107,True,-0.09619233102334233,344,-0.06997002850500612,918,-0.042893805973487666,2292,-0.04129094074860337,1346,5.994885305842847e-35,1.1180004512894863e-65,True,200,30,fwd_mdd
1.7529204151811946e-13,True,0.05414873769966819,344,0.013621065956027167,918,0.025343998527599002,2262,0.020005538461401243,1346,8.867100691646496e-07,1.216024821462623e-14,True,200,60,fwd_return
9.694011332617839e-106,True,-0.12807599486705415,344,-0.10381506361813575,918,-0.062337161615895566,2262,-0.06530737915118355,1346,2.0559597008281737e-32,5.482287907219883e-53,True,200,60,fwd_mdd
2.1659526515951108e-17,True,0.08393434936945304,344,0.01744606856265458,913,0.035581335567223024,2237,0.03434267142485552,1346,1.7025227992818092e-09,8.764453823013228e-18,True,200,90,fwd_return
4.9505628898453025e-88,True,-0.14447337102769178,344,-0.12662364209284704,913,-0.0815529314608571,2237,-0.07797652273816423,1346,8.360288950361077e-32,4.573646550972732e-47,True,200,90,fwd_mdd
