label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,horizont_tage,zielgröße
Breite SMA20 steigend,2006,0.00899246438394108,0.01621922744616705,0.05233762897358108,Breite SMA20 fallend,2778,0.0109971728159833,0.017173051817525903,0.051554756228768414,0.18840942648748396,0.3140534958971428,False,20,30,fwd_return
Breite SMA20 steigend,2006,-0.0476593911994919,-0.0359526628510886,0.042099555649521316,Breite SMA20 fallend,2778,-0.04749862193484605,-0.03641301055215315,0.041623136570634,0.895817450938073,0.9451768562036552,False,20,30,fwd_mdd
Breite SMA20 steigend,1994,0.01893405618682453,0.0270381716575989,0.06953587802355121,Breite SMA20 fallend,2760,0.020476864797287317,0.0284746054410183,0.07032589952779117,0.45250696102411075,0.7344362982146814,False,20,60,fwd_return
Breite SMA20 steigend,1994,-0.07141895440955438,-0.054443975435623904,0.057897573561184676,Breite SMA20 fallend,2760,-0.07133698923924528,-0.0563424553364532,0.057242015109099854,0.9614022338074294,0.9254334649516744,False,20,60,fwd_mdd
Breite SMA20 steigend,1981,0.027786095705303535,0.0345331957982804,0.08445070997557126,Breite SMA20 fallend,2743,0.03128597832377612,0.0357010192685025,0.08220580238087952,0.1553087873377251,0.34336525668253204,False,20,90,fwd_return
Breite SMA20 steigend,1981,-0.08812586780890551,-0.0690773026402556,0.06763014991390645,Breite SMA20 fallend,2743,-0.08750616035447005,-0.0690773026402556,0.06552357279154444,0.7528910407360696,0.729136152751633,False,20,90,fwd_mdd
Breite SMA50 steigend,1805,0.009289201442767698,0.0164103192298414,0.05274196627033661,Breite SMA50 fallend,2979,0.010682115150316118,0.0171173287237313,0.051366178657008175,0.371303931194809,0.5795899644987093,False,50,30,fwd_return
Breite SMA50 steigend,1805,-0.04775212723226694,-0.0365606371862534,0.04177698922173423,Breite SMA50 fallend,2979,-0.04745327990162514,-0.0357183782316946,0.04185144917246132,0.810605517456945,0.88126148222635,False,50,30,fwd_mdd
Breite SMA50 steigend,1792,0.01781119446958666,0.02722607194005075,0.07148697573003293,Breite SMA50 fallend,2962,0.021050977173376704,0.0282109184639078,0.06905605887045888,0.1251697494717463,0.46334324938197424,False,50,60,fwd_return
Breite SMA50 steigend,1792,-0.07233264906411423,-0.057435324213192,0.057918449802531385,Breite SMA50 fallend,2962,-0.07078979685012686,-0.0530965432714793,0.057266396851218385,0.37144296342217603,0.24130130344027567,False,50,60,fwd_mdd
Breite SMA50 steigend,1780,0.028157101792452042,0.0351096654745893,0.08383990465272752,Breite SMA50 fallend,2944,0.030822708201005286,0.03546877716380195,0.0827501789897336,0.28734121028809056,0.4296920307875216,False,50,90,fwd_return
Breite SMA50 steigend,1780,-0.08892661035610425,-0.07121836508571511,0.06685208597070996,Breite SMA50 fallend,2944,-0.08706432593338576,-0.0687060649391164,0.06614068072524955,0.3516429892751336,0.15643201617725125,False,50,90,fwd_mdd
Breite SMA200 steigend,1362,0.011704900365036127,0.01725382266376425,0.05157091243506045,Breite SMA200 fallend,3422,0.009540314243076622,0.0166916798900421,0.05200897192584596,0.1913571665840714,0.1454297346376501,False,200,30,fwd_return
Breite SMA200 steigend,1362,-0.0464888872133374,-0.0348122804505995,0.040647333380063475,Breite SMA200 fallend,3422,-0.047994753388842064,-0.0366750752835403,0.042274862974362976,0.25309047298977977,0.0785609818434917,False,200,30,fwd_mdd
Breite SMA200 steigend,1353,0.022975604423808384,0.0320458709517359,0.07002368733012555,Breite SMA200 fallend,3401,0.01857825995049349,0.0262355262353211,0.06995094838155971,0.050775043008097105,0.013773739000788545,False,200,60,fwd_return
Breite SMA200 steigend,1353,-0.06860128292964097,-0.0520572361804458,0.05472479924391537,Breite SMA200 fallend,3401,-0.07247337535700211,-0.057435324213192,0.058555119113164175,0.031072304442141412,0.02051978501873782,True,200,60,fwd_mdd
Breite SMA200 steigend,1344,0.03342067492000333,0.0385584289165152,0.08566863551487634,Breite SMA200 fallend,3380,0.02838588965734903,0.03404337328677005,0.08211534369701985,0.06532067665148694,0.012278258448481584,False,200,90,fwd_return
Breite SMA200 steigend,1344,-0.08460205042644729,-0.0683251249566758,0.06345775339113542,Breite SMA200 fallend,3380,-0.08902413793154083,-0.070863576624868,0.06751423029802807,0.033973176865850725,0.015124445842763548,True,200,90,fwd_mdd
