label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,schwelle,bezeichnung,horizont_tage,zielgröße,n_events
B6 SMA20 verlässt oberes Quartil (75%),231,0.013291381387370585,0.0177889262271808,0.03448706133649175,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.19106278909752805,0.6195670681896901,False,20,75,verlässt oberes Quartil (75%),30,fwd_return,233
B6 SMA20 verlässt oberes Quartil (75%),231,-0.03784008812167037,-0.0329602365292945,0.026723981749880357,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,3.3231852158551807e-07,0.0007714146417475856,True,20,75,verlässt oberes Quartil (75%),30,fwd_mdd,233
B6 SMA20 verlässt oberes Quartil (75%),231,0.02689450476011399,0.0326531836405998,0.05108014201157287,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.04497778052418749,0.2655506797291811,False,20,75,verlässt oberes Quartil (75%),60,fwd_return,233
B6 SMA20 verlässt oberes Quartil (75%),231,-0.053323853121545306,-0.0435208444077738,0.036065609299262266,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,6.0920892455417244e-12,3.381220639764716e-07,True,20,75,verlässt oberes Quartil (75%),60,fwd_mdd,233
B6 SMA20 verlässt oberes Quartil (75%),229,0.03574941000369637,0.0435524420457222,0.06410730563968835,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.17998968485670805,0.40433489173603,False,20,75,verlässt oberes Quartil (75%),90,fwd_return,233
B6 SMA20 verlässt oberes Quartil (75%),229,-0.06906229970741555,-0.0605564314476138,0.04345932245221979,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,2.352121218801474e-09,2.0026752084440763e-05,True,20,75,verlässt oberes Quartil (75%),90,fwd_mdd,233
B6 SMA20 fällt unter 50%,221,0.007821675206682966,0.0170476209913461,0.050651401360175645,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.5034663744395044,0.8793879185182516,False,20,50,fällt unter 50%,30,fwd_return,225
B6 SMA20 fällt unter 50%,221,-0.0463878037929398,-0.0355771269702895,0.04560257276837513,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.7084561212050706,0.4807773542359627,False,20,50,fällt unter 50%,30,fwd_mdd,225
B6 SMA20 fällt unter 50%,217,0.019718505913129087,0.0239848530083757,0.05590779692595092,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.9786883853693291,0.45306665941292024,False,20,50,fällt unter 50%,60,fwd_return,225
B6 SMA20 fällt unter 50%,217,-0.06513649110262457,-0.0518613182588462,0.053038570070530214,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.09305279638002412,0.11116664039612549,False,20,50,fällt unter 50%,60,fwd_mdd,225
B6 SMA20 fällt unter 50%,215,0.03268483125694801,0.0365702403272847,0.06130625279586626,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.5120170992803932,0.9642960343921216,False,20,50,fällt unter 50%,90,fwd_return,225
B6 SMA20 fällt unter 50%,215,-0.07802047063917047,-0.0661551717187139,0.05745472823412457,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.01655867210041951,0.03286194884167458,True,20,50,fällt unter 50%,90,fwd_mdd,225
B6 SMA50 verlässt oberes Quartil (75%),140,0.008966007070938965,0.014823542798410201,0.039336671353786004,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.7267158422005607,0.5623053221673713,False,50,75,verlässt oberes Quartil (75%),30,fwd_return,140
B6 SMA50 verlässt oberes Quartil (75%),140,-0.04013317965246446,-0.037698135280734,0.026844862148484055,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.0018737955403071657,0.1609905444024653,False,50,75,verlässt oberes Quartil (75%),30,fwd_mdd,140
B6 SMA50 verlässt oberes Quartil (75%),140,0.015382488241160841,0.0222671378149588,0.06012104193822071,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.39275596076880914,0.23136833418531266,False,50,75,verlässt oberes Quartil (75%),60,fwd_return,140
B6 SMA50 verlässt oberes Quartil (75%),140,-0.0650300765653013,-0.0538051534794435,0.05470469379260041,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.1793409174637419,0.3133666737268148,False,50,75,verlässt oberes Quartil (75%),60,fwd_mdd,140
B6 SMA50 verlässt oberes Quartil (75%),140,0.03041886206799474,0.031872547923354,0.06462320405202308,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.9158490742824301,0.768740467594303,False,50,75,verlässt oberes Quartil (75%),90,fwd_return,140
B6 SMA50 verlässt oberes Quartil (75%),140,-0.07854488033653233,-0.0683251249566758,0.060907222305905145,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.0805633748027723,0.11393305443318791,False,50,75,verlässt oberes Quartil (75%),90,fwd_mdd,140
B6 SMA50 fällt unter 50%,148,0.00989272082973213,0.020999104379532597,0.05617808085814062,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.9546308581761008,0.2869729292668941,False,50,50,fällt unter 50%,30,fwd_return,149
B6 SMA50 fällt unter 50%,148,-0.04845396382550563,-0.032794071395804356,0.05261245529289426,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.837764327418388,0.4983232371077022,False,50,50,fällt unter 50%,30,fwd_mdd,149
B6 SMA50 fällt unter 50%,145,0.019990083666100354,0.0238922003869119,0.056694609131103336,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.9724626027758608,0.7106443146166981,False,50,50,fällt unter 50%,60,fwd_return,149
B6 SMA50 fällt unter 50%,145,-0.06626754000021004,-0.0516046298368206,0.055904150437130665,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.2812084648965932,0.17204294664228914,False,50,50,fällt unter 50%,60,fwd_mdd,149
B6 SMA50 fällt unter 50%,144,0.0320550184757084,0.036563739445294105,0.06363870805395445,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.6826238003485082,0.9092307703743868,False,50,50,fällt unter 50%,90,fwd_return,149
B6 SMA50 fällt unter 50%,144,-0.07931610380464074,-0.0639815731711591,0.05733047720906493,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.08521338730109582,0.14763505003613006,False,50,50,fällt unter 50%,90,fwd_mdd,149
B6 SMA200 verlässt oberes Quartil (75%),125,0.007878385276008698,0.0197995653908773,0.03968391294752543,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.5305839598605722,0.5030617838088671,False,200,75,verlässt oberes Quartil (75%),30,fwd_return,125
B6 SMA200 verlässt oberes Quartil (75%),125,-0.04155484582719325,-0.0286156018103699,0.03548532428299352,Basisrate (alle Tage),4785,-0.047558325283233165,-0.0363791710201917,0.041818283136492405,0.06536211208881983,0.018740671344096037,False,200,75,verlässt oberes Quartil (75%),30,fwd_mdd,125
B6 SMA200 verlässt oberes Quartil (75%),125,0.012683861433120126,0.0226850192957961,0.06312088859839063,Basisrate (alle Tage),4755,0.019823558705899646,0.0278762232697982,0.06998636858694338,0.215455243630272,0.14697089309250605,False,200,75,verlässt oberes Quartil (75%),60,fwd_return,125
B6 SMA200 verlässt oberes Quartil (75%),125,-0.07067510068415092,-0.0520572361804458,0.06657128311968487,Basisrate (alle Tage),4755,-0.07136846759636035,-0.0563424553364532,0.05750612958028923,0.9083692012462133,0.3232414744768539,False,200,75,verlässt oberes Quartil (75%),60,fwd_mdd,125
B6 SMA200 verlässt oberes Quartil (75%),125,0.03214600058972974,0.0375148532678542,0.05928011064495661,Basisrate (alle Tage),4725,0.029826797360458693,0.0352949442952867,0.08315688036817276,0.6704503830774321,0.8689978676023123,False,200,75,verlässt oberes Quartil (75%),90,fwd_return,125
B6 SMA200 verlässt oberes Quartil (75%),125,-0.08183829851188236,-0.063498923174819,0.07079321231557696,Basisrate (alle Tage),4725,-0.0877596444464504,-0.0690773026402556,0.06640312078029578,0.3569625093209664,0.0828071898209801,False,200,75,verlässt oberes Quartil (75%),90,fwd_mdd,125
B6 SMA200 fällt unter 50%,42,0.013040892805846763,0.02127426958993955,0.037771931377607225,Basisrate (alle Tage),4785,0.010159313756362356,0.0168136837545822,0.051883369605137716,0.6264057339660096,0.7811224341715343,False,200,50,fällt unter 50%,30,fwd_return,42
