label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,sma_fenster,schwelle,bezeichnung,horizont_tage,zielgröße,n_events
B6 SMA20 verlässt oberes Quartil (75%),169,0.011119751384158374,0.0194098677829368,0.0430405900980184,Basisrate (alle Tage),4900,0.011837625741760801,0.0183176439524115,0.056070668689213544,0.83331274128747,0.7729376654919975,False,20,75,verlässt oberes Quartil (75%),30,fwd_return,169
B6 SMA20 verlässt oberes Quartil (75%),169,-0.04394290593645305,-0.0349122709531926,0.03147506398679364,Basisrate (alle Tage),4900,-0.05126793011805699,-0.0390262566397828,0.046128767744052855,0.003924571680095092,0.17615945306666247,False,20,75,verlässt oberes Quartil (75%),30,fwd_mdd,169
B6 SMA20 verlässt oberes Quartil (75%),169,0.019345739316028333,0.034331723300405,0.06416021470864494,Basisrate (alle Tage),4870,0.023693405288458688,0.03469474310657475,0.07635976372958428,0.3908855727449719,0.4604849394913306,False,20,75,verlässt oberes Quartil (75%),60,fwd_return,169
B6 SMA20 verlässt oberes Quartil (75%),169,-0.06783961137660463,-0.0552679734662012,0.05472985909885326,Basisrate (alle Tage),4870,-0.07562027978405833,-0.0569034564695777,0.062107351867389284,0.07221668642182144,0.10133782593326815,False,20,75,verlässt oberes Quartil (75%),60,fwd_mdd,169
B6 SMA20 verlässt oberes Quartil (75%),167,0.036579524025859414,0.0405985260085706,0.06633538722893928,Basisrate (alle Tage),4840,0.03525255375672085,0.04767929552642985,0.09321808288073331,0.8027602132020158,0.642139869897531,False,20,75,verlässt oberes Quartil (75%),90,fwd_return,169
B6 SMA20 verlässt oberes Quartil (75%),167,-0.08186035152415874,-0.0663867110475104,0.059601549749971984,Basisrate (alle Tage),4840,-0.09353234135285159,-0.0720073499468654,0.07266074587880543,0.014494191040568183,0.06810318514970355,False,20,75,verlässt oberes Quartil (75%),90,fwd_mdd,169
B6 SMA20 fällt unter 50%,228,0.017272878045881637,0.023867596686133398,0.04560149644036397,Basisrate (alle Tage),4900,0.011837625741760801,0.0183176439524115,0.056070668689213544,0.08311540049663889,0.06213318032614744,False,20,50,fällt unter 50%,30,fwd_return,229
B6 SMA20 fällt unter 50%,228,-0.041695459694139986,-0.03036679084664355,0.03712620845986706,Basisrate (alle Tage),4900,-0.05126793011805699,-0.0390262566397828,0.046128767744052855,0.00020937520926298333,0.00020576826465003631,True,20,50,fällt unter 50%,30,fwd_mdd,229
B6 SMA20 fällt unter 50%,226,0.029540115933718487,0.036739143849721045,0.05802225048244499,Basisrate (alle Tage),4870,0.023693405288458688,0.03469474310657475,0.07635976372958428,0.14619615329527558,0.4007150161928875,False,20,50,fällt unter 50%,60,fwd_return,229
B6 SMA20 fällt unter 50%,226,-0.0607476164075799,-0.0470930610906204,0.04581579609986204,Basisrate (alle Tage),4870,-0.07562027978405833,-0.0569034564695777,0.062107351867389284,4.491168547276666e-06,6.194862174269862e-05,True,20,50,fällt unter 50%,60,fwd_mdd,229
B6 SMA20 fällt unter 50%,223,0.043653166889409095,0.0555399096106732,0.06923624518148554,Basisrate (alle Tage),4840,0.03525255375672085,0.04767929552642985,0.09321808288073331,0.08292555948726756,0.15386059379137249,False,20,50,fällt unter 50%,90,fwd_return,229
B6 SMA20 fällt unter 50%,223,-0.07437843672866618,-0.0573658648853468,0.05249653324390196,Basisrate (alle Tage),4840,-0.09353234135285159,-0.0720073499468654,0.07266074587880543,3.5863640541485034e-07,8.473527659927701e-06,True,20,50,fällt unter 50%,90,fwd_mdd,229
B6 SMA50 verlässt oberes Quartil (75%),115,0.01480271437073198,0.0185672484666947,0.04202963508072434,Basisrate (alle Tage),4900,0.011837625741760801,0.0183176439524115,0.056070668689213544,0.45996677291654525,0.6776733357996956,False,50,75,verlässt oberes Quartil (75%),30,fwd_return,115
B6 SMA50 verlässt oberes Quartil (75%),115,-0.040266199046303526,-0.0329162238288955,0.029032111450193455,Basisrate (alle Tage),4900,-0.05126793011805699,-0.0390262566397828,0.046128767744052855,0.00012913619997985195,0.022426457010198624,True,50,75,verlässt oberes Quartil (75%),30,fwd_mdd,115
