label_a,n_a,mean_a,median_a,std_a,label_b,n_b,mean_b,median_b,std_b,t_pvalue,u_pvalue,signifikant_5pct,vergleich,horizont_tage,zielgröße
Grün,1437,0.009708718904783597,0.0159059504483611,0.041710917980079004,Gelb,3007,0.011462150242906439,0.0187849452711141,0.055497848515707285,0.24092416820663967,0.0022184833181050556,False,Grün vs. Gelb,30,fwd_return
Grün,1437,-0.03984683565282314,-0.0306609695628725,0.034540592156513034,Gelb,3007,-0.05161104759081867,-0.0397747538403665,0.04443706011411126,9.2916579130726e-22,8.040615533403776e-21,True,Grün vs. Gelb,30,fwd_mdd
Grün,1421,0.02200493199808815,0.0317771540093831,0.05656295262925266,Gelb,2993,0.023018155468900684,0.0351822879169267,0.07496836822692686,0.6180794094478803,0.024907763043081503,False,Grün vs. Gelb,60,fwd_return
Grün,1421,-0.060445492520631944,-0.0463301972727908,0.04896988833305372,Gelb,2993,-0.07627044810310041,-0.057612606689676,0.05937522474012892,1.5825432269565044e-20,4.2328863455583485e-24,True,Grün vs. Gelb,60,fwd_mdd
Grün,1409,0.03455395013468382,0.0451074586525603,0.0659732009285725,Gelb,2975,0.03541721566915257,0.0475690962904706,0.08970418822382283,0.7198843263040529,0.11557865815833195,False,Grün vs. Gelb,90,fwd_return
Grün,1409,-0.07670839946713222,-0.057555936154791,0.05869593979551523,Gelb,2975,-0.09384508529675238,-0.0740145951999571,0.06842677963712115,1.9140664755892443e-17,4.448217291952902e-23,True,Grün vs. Gelb,90,fwd_mdd
Gelb,3007,0.011462150242906439,0.0187849452711141,0.055497848515707285,Rot,456,0.021022480894811936,0.0324064854995387,0.08894732946293046,0.02616052985988671,6.867572764916679e-06,True,Gelb vs. Rot,30,fwd_return
Gelb,3007,-0.05161104759081867,-0.0397747538403665,0.04443706011411126,Rot,456,-0.08499678649074706,-0.0606714133889649,0.06743028030464307,1.562548151367931e-22,1.1058644294166215e-35,True,Gelb vs. Rot,30,fwd_mdd
Gelb,2993,0.023018155468900684,0.0351822879169267,0.07496836822692686,Rot,456,0.033387140498006174,0.05412113426572095,0.12388453355122264,0.0825624312387621,6.88203111925561e-06,False,Gelb vs. Rot,60,fwd_return
Gelb,2993,-0.07627044810310041,-0.057612606689676,0.05937522474012892,Rot,456,-0.11864093531571616,-0.0874647382038811,0.08963402863172319,8.154461351341173e-21,3.1931360823011915e-28,True,Gelb vs. Rot,60,fwd_mdd
Gelb,2975,0.03541721566915257,0.0475690962904706,0.08970418822382283,Rot,456,0.03633690312945295,0.06868875021412235,0.16231937382394776,0.9059136090224127,0.0011970174303505244,False,Gelb vs. Rot,90,fwd_return
Gelb,2975,-0.09384508529675238,-0.0740145951999571,0.06842677963712115,Rot,456,-0.14347646609818884,-0.0983743747421623,0.10726937364719623,3.948889015908336e-20,5.802773473485924e-22,True,Gelb vs. Rot,90,fwd_mdd
Grün,1437,0.009708718904783597,0.0159059504483611,0.041710917980079004,Rot,456,0.021022480894811936,0.0324064854995387,0.08894732946293046,0.00889189229706511,2.990767196094133e-08,True,Grün vs. Rot,30,fwd_return
Grün,1437,-0.03984683565282314,-0.0306609695628725,0.034540592156513034,Rot,456,-0.08499678649074706,-0.0606714133889649,0.06743028030464307,5.571318863875472e-37,1.1160501591146638e-63,True,Grün vs. Rot,30,fwd_mdd
Grün,1421,0.02200493199808815,0.0317771540093831,0.05656295262925266,Rot,456,0.033387140498006174,0.05412113426572095,0.12388453355122264,0.0580597337313886,1.2765081173993803e-07,False,Grün vs. Rot,60,fwd_return
Grün,1421,-0.060445492520631944,-0.0463301972727908,0.04896988833305372,Rot,456,-0.11864093531571616,-0.0874647382038811,0.08963402863172319,6.550634416775543e-35,2.0922288054899095e-54,True,Grün vs. Rot,60,fwd_mdd
Grün,1409,0.03455395013468382,0.0451074586525603,0.0659732009285725,Rot,456,0.03633690312945295,0.06868875021412235,0.16231937382394776,0.8193271586757147,0.0001379151114768562,False,Grün vs. Rot,90,fwd_return
Grün,1409,-0.07670839946713222,-0.057555936154791,0.05869593979551523,Rot,456,-0.14347646609818884,-0.0983743747421623,0.10726937364719623,1.6045829454406568e-32,8.845299997603992e-45,True,Grün vs. Rot,90,fwd_mdd
