Date,fwd_return_30d,fwd_return_60d,fwd_return_90d,fwd_mdd_30d,fwd_mdd_60d,fwd_mdd_90d,reihe,variante
2009-03-11,0.1809914608653597,0.3032189835111325,0.3185233783369188,-0.0544268626803496,-0.0544268626803496,-0.070893369898995,Index,Index_Trend_negativ_PCR_Sorglos
2016-02-16,0.0888224179515062,0.0890914700503091,0.1148672793301079,-0.0124543718677717,-0.0246242493987641,-0.0296612757695295,Index,Index_Trend_negativ_PCR_Sorglos
2016-03-14,0.035679594383547,0.0492563535172276,0.072057349909407,-0.014893039628358,-0.0296612757695295,-0.0559572235491679,Index,Index_Trend_negativ_PCR_Sorglos
