Date,fwd_return_30d,fwd_return_60d,fwd_return_90d,fwd_mdd_30d,fwd_mdd_60d,fwd_mdd_90d,reihe,variante
2007-12-28,-0.0876772962543108,-0.1033013287053359,-0.0546570738098992,-0.1136226767472025,-0.1387361405704689,-0.1387361405704689,Equity,Equity_Trend_negativ_PCR_Sorglos
2008-01-03,-0.0671453340683172,-0.0531938269787732,-0.0304872951678745,-0.0944332561375302,-0.120090408080549,-0.120090408080549,Equity,Equity_Trend_negativ_PCR_Sorglos
2008-05-19,-0.0993389808275946,-0.0986941592047131,-0.1524221069426735,-0.1039162217902305,-0.1484056622799801,-0.1894254216646546,Equity,Equity_Trend_negativ_PCR_Sorglos
