Date,Adj Close,Close,High,Low,Open,Volume,SMA20_d,SMA100_d,SMA200_d,SMA20_w,SMA100_w,SMA200_w,SMA20_m,SMA50_m,SMA75_m,fwd_return_30d,fwd_mdd_30d,fwd_return_60d,fwd_mdd_60d,fwd_return_90d,fwd_mdd_90d
2007-01-03,12474.51953125,12474.51953125,12580.349609375,12404.8203125,12459.5400390625,327200000,,,,,,,,,,0.023286687206452328,-0.010675999087637833,-0.00963323048827347,-0.05757802772501419,0.06992339384313717,-0.05757802772501419
2007-01-04,12480.6904296875,12480.6904296875,12510.41015625,12403.8603515625,12473.16015625,259060000,,,,,,,,,,0.02298589845078647,-0.010675999087637833,-0.007883428048656715,-0.05757802772501419,0.07236373814017538,-0.05757802772501419
2007-01-05,12398.009765625,12398.009765625,12480.1298828125,12365.41015625,12480.0498046875,235220000,,,,,,,,,,0.03134615072574176,-0.010675999087637833,0.00905710200147114,-0.05757802772501419,0.08787866185049542,-0.05757802772501419
2007-01-08,12423.490234375,12423.490234375,12445.919921875,12337.3701171875,12392.009765625,223500000,,,,,,,,,,0.025348747890800993,-0.010675999087637833,0.00857726518894486,-0.05757802772501419,0.08477726245345152,-0.05757802772501419
2007-01-09,12416.599609375,12416.599609375,12466.4296875,12369.169921875,12424.76953125,225190000,,,,,,,,,,0.021698365925528984,-0.010675999087637833,0.01156521031966573,-0.05757802772501419,0.09180699224623545,-0.05757802772501419
2007-01-10,12442.16015625,12442.16015625,12451.6103515625,12355.6298828125,12417.0,226570000,,,,,,,,,,0.01650198276839121,-0.010883170521232666,0.010205582518861389,-0.05757802772501419,0.0884669312032269,-0.05757802772501419
2007-01-11,12514.98046875,12514.98046875,12544.4599609375,12442.9599609375,12442.9599609375,261720000,,,,,,,,,,0.009371113056696023,-0.012073530423715728,0.004703893927121783,-0.05757802772501419,0.08189942678071738,-0.05757802772501419
2007-01-12,12556.080078125,12556.080078125,12561.0400390625,12489.66015625,12514.66015625,256530000,,,,,,,,,,-0.0270657595073851,-0.04460901610942025,-0.005691263554618131,-0.05757802772501419,0.07721918835076313,-0.05757802772501419
2007-01-16,12582.58984375,12582.58984375,12585.080078125,12538.9296875,12555.83984375,242720000,,,,,,,,,,-0.024951934763529637,-0.04460901610942025,-0.002354831809702307,-0.05757802772501419,0.06823237900335388,-0.05757802772501419
2007-01-17,12577.150390625,12577.150390625,12614.0,12550.5498046875,12571.4599609375,272720000,,,,,,,,,,-0.02725661507001864,-0.04460901610942025,0.002781193760199807,-0.05757802772501419,0.07395394456806503,-0.05757802772501419
2007-01-18,12567.9296875,12567.9296875,12611.91015625,12547.33984375,12575.0595703125,250690000,,,,,,,,,,-0.03611017004466355,-0.052597090209285935,0.01213646775802757,-0.05757802772501419,0.07586055778130718,-0.05757802772501419
2007-01-19,12565.5302734375,12565.5302734375,12586.83984375,12523.5498046875,12567.9296875,287480000,,,,,,,,,,-0.04099469787410581,-0.05757802772501419,0.016514206810965826,-0.05757802772501419,0.08495859557508778,-0.05757802772501419
2007-01-22,12477.16015625,12477.16015625,12572.580078125,12450.8896484375,12565.5302734375,293400000,,,,,,,,,,-0.02160510157152773,-0.05757802772501419,0.02618221481563343,-0.05757802772501419,0.09220683855782741,-0.05757802772501419
2007-01-23,12533.7998046875,12533.7998046875,12554.23046875,12468.349609375,12477.8095703125,236760000,,,,,,,,,,-0.027234327553830817,-0.05757802772501419,0.021927115671834585,-0.05757802772501419,0.09050013280495994,-0.05757802772501419
2007-01-24,12621.76953125,12621.76953125,12623.4501953125,12531.080078125,12534.3701171875,216920000,,,,,,,,,,-0.028606871250781096,-0.05757802772501419,0.026954298021182987,-0.05757802772501419,0.08355015345820238,-0.05757802772501419
2007-01-25,12502.5595703125,12502.5595703125,12622.650390625,12487.33984375,12621.76953125,275780000,,,,,,,,,,-0.018095435301880736,-0.05757802772501419,0.03334043864924219,-0.05757802772501419,0.08741413184065983,-0.05757802772501419
2007-01-26,12487.01953125,12487.01953125,12539.08984375,12431.33984375,12503.2802734375,247020000,,,,,,,,,,-0.013485957448938435,-0.05757802772501419,0.03739250165093311,-0.05757802772501419,0.07837341714536694,-0.05757802772501419
2007-01-29,12490.7802734375,12490.7802734375,12542.7001953125,12481.490234375,12487.099609375,234510000,,,,,,,,,,-0.03321012005808344,-0.05757802772501419,0.04796412729107469,-0.05757802772501419,0.06212183533182558,-0.05757802772501419
2007-01-30,12523.3095703125,12523.3095703125,12538.4501953125,12459.4599609375,12492.23046875,244040000,,,,,,,,,,-0.031134675502377585,-0.05757802772501419,0.04648854413593906,-0.05757802772501419,0.07195223220074998,-0.05757802772501419
2007-01-31,12621.6904296875,12621.6904296875,12657.01953125,12505.2001953125,12520.0302734375,258410000,12512.890966796875,,,,,,,,,-0.03660450593058473,-0.05757802772501419,0.03955492354856949,-0.05757802772501419,0.06364199278415428,-0.05757802772501419
2007-02-01,12673.6796875,12673.6796875,12682.5703125,12616.080078125,12617.2001953125,235130000,12522.848974609375,,,,,,,,,-0.04444404033704197,-0.05757802772501419,0.030711717381803227,-0.05757802772501419,0.049025231301830674,-0.05757802772501419
2007-02-02,12653.490234375,12653.490234375,12683.9296875,12638.349609375,12673.83984375,203610000,12531.48896484375,,,,,,,,,-0.03377094418891036,-0.05757802772501419,0.03814357976515548,-0.05757802772501419,0.06550440705666216,-0.05757802772501419
2007-02-05,12661.740234375,12661.740234375,12681.2099609375,12629.8603515625,12653.41015625,204140000,12544.67548828125,,,,,,,,,-0.02950942114462385,-0.05757802772501419,0.043448976069177414,-0.05757802772501419,0.07044768079772812,-0.05757802772501419
2007-02-06,12666.3095703125,12666.3095703125,12680.5703125,12633.9404296875,12661.66015625,201010000,12556.816455078126,,,,,,,,,-0.017273384788834112,-0.05757802772501419,0.04540156778165749,-0.05757802772501419,0.07683144747373238,-0.05757802772501419
